# x [Mpc/h]	y [Mpc/h]	z [Mpc/h]	Mh [Msun]
 33.3154	 34.6099	 27.4556	4.5102e+09
 33.9826	 34.4707	 24.5057	2.0816e+09
 33.5893	 32.0865	 27.7842	5.3775e+09
 34.0527	 32.8157	 27.2846	0.0000e+00
 36.0112	 36.4786	 26.2104	2.4286e+09
 36.3799	 36.7323	 23.5388	6.2449e+09
 37.4708	 35.6389	 25.4485	4.3367e+09
 34.3125	 30.2023	 37.3096	5.7245e+09
 34.2571	 31.9276	 35.3421	3.2959e+09
 37.4206	 32.1055	 35.9299	3.8163e+09
 38.4790	 34.7010	 32.8349	2.7755e+09
 40.2509	 36.7200	 32.4099	5.7245e+09
 39.4029	 31.4613	 34.1144	4.1632e+09
 39.4232	 33.4639	 37.1291	5.7245e+09
 30.9135	 36.8077	 45.4702	5.2041e+09
 32.6084	 33.7247	 40.6927	5.3775e+09
 33.7875	 34.0100	 39.2951	1.7347e+09
 32.7748	 30.1309	 39.5684	3.8163e+09
 35.6446	 38.2722	 42.4310	5.8979e+09
 34.9946	 30.8076	 42.4021	5.2041e+09
 35.0157	 32.0804	 42.7945	3.2959e+09
 36.9175	 35.3060	 47.2486	3.6428e+09
 31.9147	 38.0368	 51.5094	5.0306e+09
 33.6570	 38.4637	 50.8190	4.3367e+09
 34.1782	 37.1169	 48.7730	3.8163e+09
 34.2941	 30.9325	 51.1302	4.1632e+09
 34.6771	 37.5772	 50.7473	3.8163e+09
 36.0331	 35.6908	 48.5353	5.8979e+09
 35.7667	 39.4474	 52.1515	6.2449e+09
 37.6271	 33.3676	 50.3166	5.0306e+09
 37.7802	 32.3557	 49.4538	4.6837e+09
 37.6790	 34.9195	 53.5391	6.2449e+09
 38.3116	 32.2704	 50.7968	6.4183e+09
 38.8001	 30.2254	 48.5947	5.8979e+09
 39.1062	 37.1848	 48.2425	3.9898e+09
 33.7063	 33.6426	 60.2421	3.6428e+09
 33.3435	 36.2013	 57.7995	4.3367e+09
 34.5751	 37.9368	 57.3367	5.2041e+09
 37.8673	 38.9583	 59.1522	6.0714e+09
 38.4111	 38.1932	 60.6170	5.3775e+09
 37.9274	 38.9546	 59.1112	4.5102e+09
 39.1732	 32.5913	 60.1458	4.8571e+09
 32.1748	 47.8545	  6.8376	2.4286e+09
 32.6302	 46.3414	  7.3994	3.2959e+09
 32.6952	 40.3879	  8.1573	3.6428e+09
 33.1180	 46.3067	  6.9492	2.4286e+09
 33.9389	 45.3313	  8.8295	5.5510e+09
 35.2840	 44.0956	 10.6697	4.3367e+09
 36.0198	 47.6695	  4.7716	5.5510e+09
 35.9319	 41.4335	 10.4166	3.4694e+09
 39.1224	 44.1844	  5.4791	5.7245e+09
 34.7680	 40.7400	 14.9548	4.1632e+09
 35.4627	 45.5168	 12.7036	3.4694e+09
 36.4363	 43.8694	 14.2582	6.2449e+09
 36.0504	 45.9223	 12.3490	6.2449e+09
 37.6853	 42.3275	 14.3754	2.2551e+09
 38.5619	 46.0138	 13.9282	4.8571e+09
 33.8471	 46.3783	 14.6639	2.9490e+09
 34.9537	 43.0142	 16.0509	5.7245e+09
 35.6933	 41.3617	 19.1586	4.1632e+09
 36.4734	 42.2852	 17.8037	3.2959e+09
 37.5347	 41.5189	 16.2542	2.9490e+09
 34.4963	 40.5825	 27.5279	5.2041e+09
 34.8745	 41.7684	 27.6494	4.6837e+09
 36.3852	 42.7033	 28.1348	4.6837e+09
 36.3712	 42.7878	 28.3220	4.3367e+09
 36.9978	 42.4125	 24.4359	1.9082e+09
 37.7885	 41.9135	 24.8586	3.4694e+09
 37.9070	 42.1826	 26.7440	4.8571e+09
 36.9384	 40.4528	 27.8977	4.6837e+09
 38.4046	 41.9239	 30.3274	3.6428e+09
 32.8879	 40.2931	 32.1312	5.8979e+09
 36.3730	 43.0568	 37.8387	4.8571e+09
 39.6592	 41.0281	 37.1245	5.2041e+09
 32.6989	 40.2903	 43.2253	6.0714e+09
 37.4857	 45.8232	 43.0896	5.2041e+09
 37.7614	 39.3191	 45.8945	2.9490e+09
 38.1267	 46.1652	 45.0922	3.8163e+09
 38.5043	 39.6592	 46.5176	3.1224e+09
 39.8187	 45.3916	 40.6118	3.8163e+09
 33.8307	 46.0268	 54.1124	6.4183e+09
 35.2906	 41.3364	 53.7335	3.4694e+09
 36.7916	 46.3823	 50.4942	5.0306e+09
 37.3519	 47.9004	 53.2538	4.8571e+09
 32.7562	 39.6040	 60.7550	5.7245e+09
 34.5121	 44.0030	 59.9124	4.3367e+09
 34.6636	 48.0660	 56.6011	3.9898e+09
 36.4044	 43.7604	  0.2187	5.5510e+09
 38.3103	 43.2460	 55.6372	5.0306e+09
 38.6170	 40.6534	 57.2370	6.0714e+09
 32.0518	 55.3086	  5.8397	4.8571e+09
 33.7793	 54.9177	  3.9343	5.5510e+09
 37.0293	 51.1435	  1.3021	4.1632e+09
 38.1684	 50.8826	  9.5190	4.5102e+09
 38.9424	 55.7741	  1.1172	3.8163e+09
 34.9463	 52.1827	 13.4376	5.7245e+09
 35.2437	 51.7348	 12.0827	2.7755e+09
 34.8880	 46.9929	 12.2739	3.8163e+09
 35.7078	 53.2156	 12.2173	3.2959e+09
 35.6922	 50.2563	 13.8282	5.8979e+09
 35.2010	 54.0560	 10.3148	4.1632e+09
 36.4615	 54.6981	  9.9914	5.7245e+09
 38.8104	 51.9213	 11.7475	5.5510e+09
 34.7470	 54.5318	 22.6279	3.1224e+09
 34.7585	 46.2720	 21.8478	6.2449e+09
 35.0148	 50.5233	 15.8854	2.4286e+09
 35.3517	 51.8978	 14.3683	4.1632e+09
 37.1572	 47.7352	 22.8631	5.5510e+09
 38.8002	 54.2714	 19.0422	1.7347e+09
 38.1157	 51.2239	 15.8318	2.4286e+09
 39.0083	 47.0481	 17.5087	1.7347e+09
 39.5453	 49.7667	 17.2219	4.3367e+09
 40.4599	 47.6820	 22.4517	4.3367e+09
 39.3115	 54.0432	 16.1935	5.7245e+09
 40.1060	 46.4321	 18.7271	6.2449e+09
 33.8692	 49.8012	 27.4742	3.1224e+09
 35.7212	 48.9624	 24.5559	4.8571e+09
 42.0122	 51.4270	 24.4779	0.0000e+00
 33.8846	 47.0041	 38.1248	5.2041e+09
 35.4939	 55.4018	 31.5047	4.3367e+09
 34.9067	 46.5145	 38.7542	6.2449e+09
 38.2946	 55.7011	 32.9847	4.6837e+09
 39.1695	 46.2756	 32.2141	6.0714e+09
 39.5009	 45.4494	 33.3767	4.8571e+09
 39.2207	 46.2342	 32.5330	4.1632e+09
 39.7624	 49.3951	 32.8111	1.2143e+09
 40.5197	 51.4384	 32.9657	4.6837e+09
 33.7236	 46.9670	 42.2322	0.0000e+00
 37.1526	 51.6236	 46.4237	5.2041e+09
 37.0630	 54.0852	 46.8668	2.2551e+09
 38.3789	 50.4081	 46.3524	4.3367e+09
 32.7789	 50.4896	 53.2777	5.7245e+09
 33.1604	 55.7560	 51.7323	3.4694e+09
 31.2321	 57.3905	 55.7997	3.9898e+09
 32.5910	 53.0519	 52.6923	4.1632e+09
 33.7009	 55.1985	 53.6810	6.5918e+09
 35.2206	 53.4904	 53.8959	3.9898e+09
 35.0820	 55.0027	 53.5884	5.5510e+09
 39.1292	 50.6387	 55.8855	5.2041e+09
 31.3275	 54.5276	 58.6634	2.0816e+09
 31.0640	 53.9612	 62.0361	0.0000e+00
 33.4125	 51.8212	 57.7460	4.3367e+09
 33.1112	 53.5238	  1.4182	6.5918e+09
 34.5202	 48.8229	 57.2149	5.8979e+09
 36.3728	 54.3254	  0.9329	4.8571e+09
 36.2517	 56.5206	 59.3313	0.0000e+00
 37.8138	 54.5730	 60.2576	4.3367e+09
 39.8127	 47.9434	 59.6487	0.0000e+00
 38.9231	 48.5229	 61.6898	4.3367e+09
 39.7354	 48.9474	 61.2897	4.8571e+09
 32.5204	 57.1746	  5.5069	5.5510e+09
 32.9345	 59.5169	  2.3923	3.8163e+09
 33.5853	 60.0823	  1.4945	3.8163e+09
 34.7328	 57.7269	  6.5420	4.8571e+09
 37.6548	 59.4922	  2.8679	4.8571e+09
 38.2905	 59.5049	  3.9468	4.8571e+09
 39.8808	 61.9620	  6.9705	3.6428e+09
 38.6839	 63.6393	  0.8126	5.5510e+09
 33.8719	 54.7499	 13.4970	3.1224e+09
 34.8127	 58.3668	  7.1726	4.8571e+09
 34.9632	 58.8438	  7.5575	6.0714e+09
 38.7224	 55.3343	 14.4301	3.6428e+09
 38.1516	 55.6694	 11.3115	0.0000e+00
 39.7314	 56.2461	 13.1255	5.5510e+09
 39.0758	 60.7398	  8.9921	2.6020e+09
 35.7410	 59.7959	 19.5517	6.9387e+09
 37.3519	 59.2358	 18.4085	4.8571e+09
 37.9388	 62.0552	 22.3001	3.2959e+09
 40.9047	 58.4756	 16.0878	4.8571e+09
 40.5270	 59.5901	 22.4817	6.0714e+09
 41.1154	 56.7755	 21.0098	5.7245e+09
 41.1426	 58.4330	 15.7455	2.7755e+09
 35.6036	 59.9351	 25.1595	5.5510e+09
 34.9340	 63.3231	 30.2160	4.6837e+09
 35.7532	 56.3829	 25.9864	2.9490e+09
 38.2661	 56.7931	 25.9517	2.6020e+09
 36.7677	 61.5207	 31.3420	4.3367e+09
 39.0454	 60.3809	 27.8110	5.3775e+09
 38.7009	 61.4221	 30.8953	5.8979e+09
 39.3131	 60.5882	 25.0603	5.2041e+09
 40.7182	 59.5857	 24.2931	1.7347e+09
 38.2552	 56.4285	 34.5752	5.2041e+09
 37.7774	 59.0283	 38.5634	4.6837e+09
 31.9114	  0.8379	 49.3989	4.1632e+09
 34.5022	 59.9066	 48.1042	5.5510e+09
 35.1478	 61.0370	 48.7840	5.0306e+09
 37.7083	 57.2333	 40.7674	5.7245e+09
 31.5923	 57.9627	 54.2318	2.9490e+09
 30.3113	 62.8522	 54.5837	0.0000e+00
 31.1671	 63.6483	 52.2512	2.6020e+09
 31.1031	 63.0236	 55.2746	1.7347e+09
 32.7405	 57.6243	 52.2547	5.3775e+09
 32.5142	 61.5474	 51.2610	4.5102e+09
 32.3834	 60.5384	 53.0016	5.5510e+09
 33.4810	 58.9051	 51.7917	2.7755e+09
 35.2129	 61.1811	 55.3550	5.0306e+09
 35.9589	 62.0649	 54.7512	6.2449e+09
 36.3969	 62.2712	 54.9556	5.5510e+09
 29.7729	 61.2383	 58.4118	5.3775e+09
 32.5893	 58.0948	 56.9998	5.8979e+09
 33.0260	 58.6229	 57.0016	5.2041e+09
 34.0560	 59.5621	 57.5198	6.2449e+09
 36.2157	 60.2086	 61.8833	4.1632e+09
 37.1931	 57.3453	 60.9529	5.5510e+09
 36.4749	 61.0451	 60.2092	5.2041e+09
 38.4979	 57.0617	 62.2243	4.1632e+09
 44.6310	  2.0638	  7.2093	3.6428e+09
 44.8694	  4.4188	  3.4947	0.0000e+00
 44.5147	  2.1167	  1.8713	3.8163e+09
 45.3133	  7.6230	  2.8297	5.0306e+09
 46.7562	  1.5743	  4.5847	1.9082e+09
 47.8299	  6.9396	  7.1341	2.7755e+09
 43.0567	  8.2514	 12.6040	3.1224e+09
 42.3612	  6.1227	  8.3092	5.2041e+09
 44.1747	  2.1039	 11.6915	4.6837e+09
 47.3225	  2.4104	 12.8177	3.4694e+09
 46.5724	  2.6686	 10.1468	0.0000e+00
 47.0725	  4.0189	 10.1020	2.4286e+09
 48.2612	  7.0589	 12.4500	6.4183e+09
 43.5138	  1.1450	 21.5474	3.1224e+09
 44.9598	  8.5267	 20.6956	5.0306e+09
 45.7553	  1.8405	 19.6908	6.2449e+09
 45.6285	  1.7217	 21.7568	1.3877e+09
 46.7822	  7.8656	 20.8965	6.0714e+09
 41.6917	 10.1767	 30.9864	5.8979e+09
 42.1510	  7.6917	 31.6149	5.0306e+09
 43.3545	  2.0569	 27.2070	3.6428e+09
 44.5528	  0.0536	 29.6309	4.1632e+09
 46.5338	  4.3914	 29.3228	5.5510e+09
 40.9182	  7.5166	 32.5597	4.3367e+09
 40.5742	  4.8886	 35.4280	6.0714e+09
 42.9783	  4.7366	 34.7652	5.7245e+09
 44.8695	  7.3179	 34.2664	3.1224e+09
 45.0896	  6.8528	 39.8752	5.8979e+09
 46.4940	  8.4984	 33.6702	4.8571e+09
 47.0571	  5.7103	 37.8398	5.3775e+09
 38.8109	  8.7589	 43.4472	0.0000e+00
 40.4641	  3.3520	 44.3537	8.6734e+08
 41.1860	  2.7499	 42.5292	5.2041e+09
 43.9495	  4.2523	 41.8867	3.6428e+09
 44.8261	  6.8238	 40.1769	2.4286e+09
 45.4003	  6.5391	 40.0670	6.5918e+09
 45.6735	  7.1499	 40.1409	4.5102e+09
 46.1052	  8.6320	 45.8294	5.8979e+09
 39.5154	  4.3622	 47.7693	4.8571e+09
 40.8616	  3.2229	  1.2205	4.8571e+09
 41.1916	  3.3855	  1.7709	0.0000e+00
 42.3062	  8.1216	 60.2075	3.4694e+09
 42.8671	  0.9284	 60.8342	5.5510e+09
 44.4255	  5.6063	 62.7992	6.4183e+09
 44.8478	  7.6295	 62.0711	3.8163e+09
 46.7727	  6.2267	 61.6359	5.8979e+09
 42.0845	  8.9728	  1.0665	4.8571e+09
 44.1072	 13.4669	  3.1268	5.0306e+09
 43.8535	 13.4570	  2.0915	5.0306e+09
 46.6821	 12.0553	  6.8121	6.0714e+09
 45.4602	 12.1031	  3.7155	8.6734e+08
 44.7569	 11.6022	  2.1214	4.5102e+09
 46.8983	 14.5562	  4.4667	4.5102e+09
 41.8381	 15.8237	 15.6695	1.5612e+09
 42.8291	  8.9485	 13.7781	3.2959e+09
 43.3429	  8.6100	 14.0440	6.4183e+09
 45.0045	  8.8362	 13.0455	1.9082e+09
 46.8957	 13.6595	 12.5275	4.1632e+09
 48.6512	 15.6617	  9.9296	6.2449e+09
 41.9775	 14.2209	 21.8729	3.9898e+09
 41.6389	 15.9379	 23.5392	2.6020e+09
 43.3552	 12.9807	 22.6207	5.7245e+09
 44.5685	 13.2189	 24.3369	0.0000e+00
 45.9344	 12.1998	 22.3413	3.6428e+09
 46.2950	 13.0402	 23.0217	5.3775e+09
 46.3873	 13.8423	 23.0452	3.8163e+09
 47.9031	 12.4161	 22.4461	2.2551e+09
 42.3257	 10.7023	 25.3519	4.3367e+09
 40.9202	 15.0585	 30.2584	3.8163e+09
 41.8216	 10.9774	 32.2230	2.4286e+09
 43.2903	 13.1256	 31.8297	2.7755e+09
 44.8137	 13.3997	 24.2391	4.6837e+09
 45.7085	 13.8188	 30.0009	3.8163e+09
 45.9856	 14.0812	 29.4815	5.2041e+09
 40.3623	 15.8941	 34.1945	3.8163e+09
 41.1306	 14.5598	 34.4330	5.7245e+09
 41.9395	 11.9543	 33.0206	3.4694e+09
 41.8809	 12.3583	 36.5169	4.3367e+09
 42.2699	 15.5948	 39.6414	4.3367e+09
 45.7238	 15.7194	 37.7642	3.6428e+09
 45.9621	 14.6611	 39.3166	5.2041e+09
 39.4311	 11.0665	 46.5930	5.5510e+09
 38.8590	 14.3613	 42.7898	3.2959e+09
 40.9371	 13.5739	 39.9155	6.0714e+09
 41.8450	 16.3679	 43.5969	3.9898e+09
 43.3428	 15.3395	 40.7096	4.8571e+09
 44.7845	 12.0052	 47.8133	5.3775e+09
 46.3437	 12.8438	 42.5635	4.5102e+09
 40.6783	 13.6905	 48.4546	4.6837e+09
 41.5941	 11.8590	 52.5046	5.0306e+09
 41.1868	 15.9805	 47.1000	3.8163e+09
 42.2678	 12.5316	 52.7059	1.5612e+09
 43.4737	 12.3759	 52.0680	5.0306e+09
 44.0440	 14.6325	 47.2068	3.9898e+09
 45.8246	 14.4739	 52.9776	1.7347e+09
 46.2425	 14.9174	 50.7192	5.0306e+09
 41.5380	 12.2394	 61.3172	6.0714e+09
 42.6227	 11.6666	 63.6562	0.0000e+00
 43.7168	 10.8826	 62.6741	0.0000e+00
 44.8233	 14.7706	 59.1552	4.1632e+09
 45.7663	 14.9861	 57.2773	6.7653e+09
 45.2747	 13.9367	 59.0088	3.6428e+09
 44.7903	 12.2908	  0.3391	4.5102e+09
 41.3650	 15.7190	  1.6127	5.8979e+09
 42.7177	 16.8339	  6.4978	5.8979e+09
 44.8557	 15.4673	  3.2103	4.1632e+09
 47.1813	 17.3748	  1.9099	5.7245e+09
 47.8686	 21.5411	  6.7900	3.6428e+09
 48.5259	 20.3022	  0.8960	5.5510e+09
 44.0933	 22.5672	 14.7392	5.2041e+09
 44.5023	 19.4557	 11.1403	1.7347e+09
 44.7959	 23.0569	 13.0487	5.0306e+09
 44.6393	 16.9340	 14.3784	5.2041e+09
 45.4890	 17.2014	 13.4751	5.8979e+09
 45.6594	 17.6942	 11.0688	5.2041e+09
 46.1722	 18.3879	 15.2049	4.6837e+09
 45.0850	 20.0327	 18.3184	2.4286e+09
 44.7896	 23.3278	 21.8068	0.0000e+00
 45.2949	 19.6134	 19.6316	1.3877e+09
 45.2479	 22.0300	 20.4015	4.3367e+09
 45.8596	 20.1233	 19.5155	6.2449e+09
 44.7889	 22.9657	 21.4573	0.0000e+00
 45.7969	 24.0428	 19.7329	4.6837e+09
 46.6719	 21.9482	 17.0797	3.2959e+09
 46.6313	 22.0814	 17.6867	3.9898e+09
 40.1091	 21.9335	 30.7615	5.8979e+09
 40.7470	 24.1878	 31.8939	5.8979e+09
 42.2749	 22.8330	 25.2235	4.1632e+09
 43.7269	 23.4048	 29.1332	6.0714e+09
 38.9929	 24.3234	 34.2386	4.5102e+09
 39.8925	 19.0802	 35.9591	5.5510e+09
 41.6774	 20.7627	 36.7720	6.0714e+09
 44.8931	 21.0044	 35.1557	3.2959e+09
 45.6051	 19.3719	 39.1757	3.8163e+09
 40.6196	 21.0445	 40.3688	8.6734e+08
 42.0251	 24.5116	 43.8247	4.5102e+09
 43.9336	 19.9877	 45.0080	5.0306e+09
 44.5228	 17.9980	 40.3000	0.0000e+00
 41.9268	 22.6605	 51.0258	3.9898e+09
 40.9670	 21.1490	 46.5453	4.3367e+09
 43.1897	 20.0206	 54.6447	4.1632e+09
 42.3529	 19.2750	 48.3875	0.0000e+00
 43.7269	 18.0838	 48.6822	3.2959e+09
 47.0268	 23.7998	 53.3402	0.0000e+00
 44.8057	 20.3441	 49.0297	6.4183e+09
 46.2326	 18.5378	 52.3055	5.7245e+09
 47.5288	 24.2421	 53.1185	5.0306e+09
 42.4797	 15.0590	 60.0258	0.0000e+00
 45.6699	 17.7432	 63.6891	6.2449e+09
 48.4722	 22.8396	 56.3306	4.6837e+09
 39.9517	 29.5827	  2.4445	6.2449e+09
 42.3367	 23.1832	  5.2483	3.6428e+09
 40.5169	 31.7098	  5.2057	5.2041e+09
 42.0973	 30.6214	  2.0843	5.7245e+09
 43.6289	 24.8143	  5.3572	5.0306e+09
 44.2864	 25.9458	  9.6078	4.8571e+09
 43.3030	 30.7334	  5.7172	4.8571e+09
 45.2983	 24.1572	  1.5790	2.9490e+09
 44.4734	 30.1925	  7.3842	6.2449e+09
 45.5636	 27.0507	  7.1958	4.1632e+09
 45.9240	 24.0470	  3.6259	5.0306e+09
 47.4908	 31.6760	  2.5943	4.8571e+09
 43.4202	 26.3687	  9.9669	6.2449e+09
 44.3703	 31.4238	 15.5933	3.8163e+09
 44.7089	 31.6783	 16.6633	3.9898e+09
 44.8798	 26.2161	 11.1615	3.9898e+09
 45.3204	 29.3891	 14.1578	2.0816e+09
 45.4753	 26.6707	 13.6981	5.3775e+09
 45.2755	 25.1979	 10.3494	5.0306e+09
 46.4580	 26.3462	 13.6836	3.6428e+09
 46.6642	 28.4949	 12.2636	4.6837e+09
 41.6548	 31.1028	 22.3924	5.0306e+09
 44.1719	 31.1631	 19.2841	5.3775e+09
 44.2132	 28.5106	 22.2441	1.7347e+09
 45.4287	 29.2473	 21.3834	3.1224e+09
 45.2122	 31.7414	 21.3007	3.2959e+09
 46.3299	 32.5868	 19.3362	3.8163e+09
 46.2136	 31.9658	 19.2631	1.9082e+09
 41.1518	 29.8870	 31.7908	1.7347e+09
 41.4332	 26.6099	 28.1631	0.0000e+00
 42.1082	 26.7536	 28.1732	4.8571e+09
 43.8964	 25.7047	 30.1680	1.5612e+09
 44.9853	 26.1317	 27.0220	3.6428e+09
 44.8681	 27.5273	 26.8204	4.6837e+09
 44.7864	 27.5126	 25.7308	3.8163e+09
 39.7943	 26.3910	 34.1998	5.0306e+09
 41.2539	 29.7518	 33.9356	5.7245e+09
 41.1667	 30.7295	 37.4139	5.8979e+09
 40.7399	 25.3122	 37.1770	3.6428e+09
 43.3412	 28.5086	 33.1288	8.6734e+08
 44.6875	 29.8855	 34.0692	1.0408e+09
 39.4974	 27.9112	 39.0413	3.1224e+09
 41.4459	 25.1044	 40.0049	5.2041e+09
 43.5612	 30.1087	 41.9831	3.9898e+09
 43.1380	 25.3699	 43.5160	2.9490e+09
 44.8481	 26.6701	 46.4053	5.2041e+09
 43.5611	 27.3123	 52.3999	2.7755e+09
 45.1425	 25.9825	 52.3526	6.9387e+09
 44.7717	 28.1298	 48.5447	2.6020e+09
 45.4767	 27.5564	 50.0624	4.6837e+09
 45.7851	 26.9305	 52.7986	3.9898e+09
 46.8386	 28.2635	 49.9571	3.8163e+09
 42.0902	 28.4896	 55.3139	4.5102e+09
 42.1852	 30.2315	 58.3939	4.5102e+09
 43.2773	 29.0230	 57.3713	1.5612e+09
 43.6501	 28.4739	 55.1711	8.6734e+08
 45.8309	 27.3090	 56.4741	2.2551e+09
 47.0406	 25.3778	 54.5777	6.0714e+09
 46.3330	 28.1408	 55.5382	5.7245e+09
 48.0490	 30.2635	 61.8669	3.4694e+09
 42.7013	 37.9853	  6.5870	5.5510e+09
 43.3455	 38.5232	  6.0646	5.5510e+09
 43.9206	 34.9111	  6.6500	4.5102e+09
 44.4179	 33.8875	  5.8742	5.7245e+09
 44.2745	 36.9344	  7.1957	6.0714e+09
 45.9240	 39.2789	  6.0128	5.2041e+09
 46.3914	 39.0301	  3.8424	5.2041e+09
 40.5584	 36.8602	  9.6550	4.1632e+09
 40.7238	 33.1898	 11.5897	3.8163e+09
 41.8249	 40.5494	 22.6231	5.3775e+09
 42.0952	 37.5673	 21.8199	3.9898e+09
 42.5779	 38.9288	 20.3968	4.8571e+09
 43.9934	 39.6007	 19.9431	1.7347e+09
 44.9707	 33.5639	 19.9444	3.2959e+09
 45.6391	 38.6428	 22.2410	4.1632e+09
 42.7964	 34.7335	 27.7955	5.7245e+09
 45.7357	 33.0268	 27.4415	5.8979e+09
 46.4978	 36.1418	 31.0151	2.4286e+09
 41.5237	 36.8012	 36.3063	6.0714e+09
 41.5600	 37.3752	 35.1326	4.1632e+09
 41.5686	 32.8614	 37.3303	6.5918e+09
 42.0356	 33.6383	 38.0796	3.2959e+09
 43.8843	 33.9004	 33.3304	4.1632e+09
 44.1700	 34.5526	 36.4094	5.7245e+09
 45.2124	 34.9338	 35.7826	5.3775e+09
 46.0357	 38.0904	 32.8430	5.3775e+09
 42.0533	 34.5619	 39.4563	3.2959e+09
 42.6675	 31.2743	 46.1147	5.2041e+09
 43.5265	 31.0230	 42.0028	6.2449e+09
 45.6597	 32.6874	 47.2286	3.1224e+09
 46.8110	 35.6215	 44.8632	4.5102e+09
 40.4449	 35.0626	 50.9957	4.1632e+09
 40.2791	 35.1493	 51.1967	5.3775e+09
 42.5713	 30.9186	 53.6258	2.0816e+09
 41.9206	 35.7635	 49.1534	3.6428e+09
 41.8503	 37.2578	 48.0981	6.2449e+09
 44.0189	 33.8778	 50.4535	4.1632e+09
 45.0470	 38.6466	 51.5929	3.1224e+09
 47.5647	 38.0216	 49.7281	5.2041e+09
 47.0131	 34.3162	 51.6898	4.3367e+09
 48.4848	 36.7178	 51.1064	3.8163e+09
 48.5790	 38.0400	 49.4534	4.5102e+09
 39.1334	 36.6770	 59.2654	1.7347e+09
 40.9519	 37.5386	  0.9761	4.6837e+09
 42.1112	 38.6792	 63.6446	3.8163e+09
 45.1425	 38.0714	 63.6227	5.5510e+09
 46.1308	 34.2197	 57.8332	5.7245e+09
 46.0686	 39.3570	 56.3341	3.6428e+09
 41.1777	 40.1430	  3.9271	8.6734e+08
 41.4368	 47.4381	  4.5277	3.4694e+09
 42.8317	 46.7662	  4.7611	6.0714e+09
 43.0666	 46.7315	  5.0716	4.1632e+09
 46.0515	 44.2234	  6.5588	5.3775e+09
 39.5548	 42.7618	 16.3619	2.4286e+09
 39.9482	 42.7723	 16.5824	3.6428e+09
 41.5272	 46.8169	 10.2718	1.2143e+09
 40.8916	 43.8713	 12.0549	4.5102e+09
 40.8897	 46.3062	 13.4425	4.3367e+09
 41.6636	 41.6058	 16.4707	2.6020e+09
 43.0981	 44.3486	  9.4182	4.8571e+09
 43.0205	 41.2958	 15.4223	4.6837e+09
 44.5107	 41.1837	 10.4349	3.2959e+09
 44.0870	 45.2634	 13.2994	5.3775e+09
 43.7867	 41.0849	 16.9653	0.0000e+00
 45.6211	 45.5108	 14.7162	2.2551e+09
 40.3257	 46.1858	 16.2508	6.0714e+09
 42.7161	 44.2033	 20.0809	5.7245e+09
 42.1055	 40.3538	 23.2472	2.7755e+09
 42.7805	 42.0923	 21.3373	2.0816e+09
 42.3279	 41.5753	 21.9595	5.0306e+09
 43.1709	 42.9334	 18.8767	4.6837e+09
 45.9741	 44.9193	 18.0612	5.3775e+09
 41.2187	 42.0288	 29.2138	5.3775e+09
 42.1104	 40.3321	 26.3941	6.0714e+09
 41.7426	 40.7079	 27.4117	5.7245e+09
 42.2114	 42.6256	 22.9626	5.3775e+09
 43.5942	 41.6935	 29.7970	0.0000e+00
 43.6010	 38.9226	 24.3581	5.0306e+09
 47.2480	 44.4860	 29.2432	5.2041e+09
 40.6201	 39.1853	 36.7919	3.2959e+09
 41.1898	 44.3304	 33.4397	5.3775e+09
 43.7552	 43.0561	 37.7258	2.9490e+09
 45.4078	 44.6883	 36.5843	2.9490e+09
 45.8274	 44.7390	 35.0283	3.2959e+09
 45.9652	 44.4423	 32.3644	3.6428e+09
 45.8395	 44.6620	 34.0891	4.3367e+09
 40.6165	 40.4457	 39.0906	5.3775e+09
 46.5374	 38.5242	 46.2849	2.2551e+09
 46.3803	 43.0951	 44.2174	4.6837e+09
 46.7227	 45.7226	 39.6259	3.8163e+09
 47.8251	 43.0433	 46.9160	5.2041e+09
 40.3694	 47.7264	 55.0714	4.3367e+09
 41.7845	 47.1620	 55.6880	3.2959e+09
 42.7030	 41.8858	 52.8332	3.8163e+09
 44.5870	 44.8236	 56.0672	2.7755e+09
 43.9545	 45.1614	 53.6114	4.5102e+09
 45.9906	 42.9784	 56.1739	3.8163e+09
 40.4066	 46.3351	 59.3515	3.9898e+09
 40.5069	 46.9044	 59.5329	5.3775e+09
 42.3646	 40.0873	  1.2769	5.2041e+09
 43.9520	 45.9434	 63.5578	2.2551e+09
 44.5377	 46.6213	 63.1126	2.7755e+09
 47.5782	 42.2992	 61.2365	4.1632e+09
 39.8034	 56.3078	  1.1422	5.8979e+09
 41.1348	 54.0149	  2.2626	4.5102e+09
 42.3823	 48.1160	  2.2090	0.0000e+00
 42.8768	 49.1394	  1.9424	4.1632e+09
 44.7572	 49.1575	  8.2649	1.7347e+09
 46.8602	 52.6832	  8.5067	5.3775e+09
 40.1859	 54.5155	 12.1152	6.0714e+09
 41.1191	 53.9507	 12.9734	2.9490e+09
 42.6010	 49.5676	 14.5299	4.8571e+09
 43.4870	 48.6223	 11.3927	4.3367e+09
 43.1008	 51.1628	 12.3586	5.0306e+09
 44.6106	 50.4679	 10.9226	0.0000e+00
 44.8223	 54.8065	 12.8034	4.8571e+09
 44.4710	 55.7583	 13.6060	5.8979e+09
 45.9606	 49.9020	 14.7810	4.6837e+09
 42.0836	 50.9881	 23.2337	4.5102e+09
 41.3082	 52.9137	 16.4550	3.6428e+09
