# x [Mpc/h]	y [Mpc/h]	z [Mpc/h]	Mh [Msun]
 52.3662	  4.9344	  5.8361	4.2153e+10
 51.0833	  5.9436	 13.9030	4.0245e+10
 53.9576	  6.3311	 56.0430	3.1571e+10
 52.5161	 26.2579	 58.5754	2.5847e+10
 49.4658	 38.1860	 49.5631	3.4347e+10
 50.0088	 41.3633	  2.2383	1.8561e+10
 54.0863	 41.4380	 10.6388	1.6480e+10
 52.9821	 44.1453	 30.3085	3.6081e+10
 48.5367	 48.9300	 27.9017	3.7469e+10
 49.9832	 56.1866	 10.4106	2.8102e+10
 51.6168	 62.3637	 14.1286	3.4867e+10
 53.3006	  0.2734	 24.6565	3.8857e+10
 55.4733	  1.0818	 34.5515	3.0704e+10
 55.4033	  0.9516	 16.8905	3.8684e+10
 59.2287	 18.4157	 21.4493	3.9898e+10
 61.1887	 23.2522	 23.8069	3.2265e+10
 60.8634	 29.2935	 25.2672	3.0877e+10
 54.3686	 35.8361	 45.6938	1.6133e+10
 61.5359	 55.2725	  8.3359	3.1398e+10
  0.3435	 57.8514	  1.4720	3.6949e+10
  6.4527	 10.2382	  4.0092	3.0357e+10
  6.6997	  9.6274	 34.0969	4.0245e+10
  6.6717	 39.4768	 62.2993	3.9898e+10
  4.7330	 49.1868	 24.0227	3.9898e+10
  2.9665	 63.0666	 61.5104	4.0418e+10
  8.3428	  9.7538	 10.9566	3.1224e+10
 11.4979	 22.6717	 21.7800	4.0765e+10
 10.4665	 22.0027	 53.6880	4.0071e+10
  9.4858	 32.4467	 18.0264	3.5561e+10
 10.8832	 43.6127	  3.0046	3.1224e+10
 10.3916	 38.9515	 41.4571	3.2265e+10
 11.4257	 50.2362	 63.5124	2.7582e+10
 22.8739	 28.5245	 34.4393	3.1918e+10
 17.7816	 35.1188	 53.7204	2.0990e+10
 18.5146	 57.5108	 45.4454	3.4000e+10
 26.8489	  6.4528	 60.5094	3.3479e+10
 30.7485	 10.5790	 10.1715	4.2500e+10
 25.5013	 32.6265	  7.1554	3.0357e+10
 35.4440	 19.7730	 36.6586	3.6081e+10
 38.2619	 24.5538	 59.5443	3.9724e+10
 39.1713	 39.7308	 22.5749	6.7653e+09
 44.5934	  4.0259	  4.0758	4.4235e+10
 45.5823	 25.4399	 45.9329	3.4694e+10
 44.1859	 27.3313	 49.0670	4.0765e+10
 45.4516	 27.7167	 49.9122	3.1571e+10
 44.7708	 26.7944	 55.6541	3.8857e+10
 44.8058	 48.6996	  7.8591	3.2265e+10
 44.7276	 45.5762	 35.0306	3.7990e+10
 53.3821	  4.4350	 15.3452	2.1684e+10
 54.4836	  4.1043	 18.6818	4.1979e+10
 53.1139	 15.5677	 58.2923	3.9204e+10
 52.4205	 21.3206	 60.0037	3.5561e+10
 48.3491	 23.8196	 29.6089	3.5908e+10
 52.1641	 36.2305	 49.5421	4.2326e+10
 48.2114	 40.3132	 29.0684	3.5908e+10
 52.8898	 42.7167	 52.1516	2.8102e+10
 49.6477	 55.7594	  8.9909	3.1051e+10
 50.7000	 53.8021	 41.2268	1.2837e+10
 51.2355	 63.5135	 60.7950	3.9377e+10
 58.3592	  5.5890	 23.5027	3.6949e+10
 56.5807	 10.2436	 38.5422	3.7816e+10
 58.3238	 15.9575	 61.3420	3.8337e+10
 58.2560	 21.5578	 50.9882	2.9837e+10
 58.3736	 36.5313	 34.8386	3.9030e+10
 54.3513	 40.2488	 22.4852	3.4694e+10
  6.4229	 10.4431	  2.1293	3.0877e+10
  2.0128	  7.8999	 10.2429	3.9898e+10
  4.6069	 12.1682	 25.8650	2.5847e+10
  0.0987	 12.1765	 45.0699	3.6775e+10
  0.4411	 14.3701	 57.9357	2.8622e+10
  3.5613	 22.8477	 47.2831	3.1398e+10
  4.4918	 28.8088	 40.8445	3.8163e+10
  8.4177	 40.6083	 48.1238	3.9724e+10
  2.7883	 53.7334	 15.2636	3.2439e+10
  4.3956	 59.1669	 55.7040	3.8163e+10
  8.0985	 63.9795	 62.5340	4.0418e+10
  8.7497	  4.7840	 21.0819	2.9663e+10
 15.2156	  6.1922	 57.5493	2.0122e+10
 12.9852	 18.9901	 29.4463	3.5041e+10
 10.4377	 17.9284	 54.3328	3.5735e+10
 14.3687	 24.6190	 28.9024	2.6367e+10
 11.2255	 34.7271	 28.7106	3.6255e+10
 11.2345	 45.3421	 45.1894	3.2439e+10
 23.5002	  3.7978	 25.9832	2.7061e+10
 19.0365	 11.9873	 41.6406	4.2847e+10
 23.2661	 33.7079	 26.8897	3.5388e+10
 19.7084	 39.7189	 44.3434	3.7990e+10
 15.8557	 48.7354	 62.2273	1.2143e+10
 23.5084	 51.2612	 22.3079	4.1459e+10
 14.9894	  0.3215	 13.6880	4.3367e+10
 28.7436	  3.6294	 54.7879	3.4867e+10
 27.9725	  5.8335	 57.8625	3.4000e+10
 28.7361	 11.0055	 44.2134	3.7643e+10
 26.3724	  9.1038	 62.3992	3.2092e+10
 26.1531	 20.3684	 31.2314	3.0704e+10
 29.2133	 16.4323	 62.8551	2.1684e+10
 27.5250	 37.2140	  9.5397	3.7122e+10
 28.6192	 37.1285	  2.4109	2.3592e+10
 28.3355	 32.7473	 23.7006	3.9030e+10
 26.1246	 36.5404	 41.5085	3.2959e+10
 26.8968	 44.8837	  9.9693	4.5102e+10
 29.2772	 42.5602	 18.3651	4.1979e+10
 30.4073	 42.0679	 27.7898	3.0357e+10
 28.8576	 48.7348	  8.1096	3.2786e+10
 27.0982	 52.2989	 63.5212	4.1806e+10
 30.0364	 60.6589	  0.9411	3.8857e+10
 27.0484	 61.3149	 58.6956	3.3826e+10
 39.6197	  8.7295	 21.9637	3.9724e+10
 35.5968	  9.1033	 45.6089	1.7000e+10
 34.6947	 14.1323	  3.3140	2.8449e+10
 35.2238	 23.9091	 23.0766	3.6428e+10
 33.8966	 22.3835	 34.0790	3.3479e+10
 35.2097	 24.6893	 35.8447	3.9551e+10
 40.7899	 29.3018	 53.7909	2.8449e+10
 38.3162	 33.1234	 34.8904	3.8337e+10
 34.2899	 41.3085	 14.8358	3.7122e+10
 37.5827	 55.6316	 53.0111	3.2612e+10
 36.2676	 49.0522	 62.0067	3.5041e+10
 37.6001	 57.3334	 32.1370	3.1745e+10
 44.7246	 15.6260	  3.2034	3.1918e+10
 45.7212	 21.5239	 19.9617	3.9551e+10
 46.7679	  1.2990	  4.8282	3.7469e+10
 47.3609	 60.0644	 13.6864	3.4520e+10
 51.6796	 10.1817	  4.0819	3.6949e+10
 51.6522	 16.2822	 10.3655	3.1051e+10
 51.2596	 10.0654	 13.5703	1.6480e+10
 51.7558	 14.5975	 61.8025	3.7816e+10
 49.3183	 23.1220	 33.1369	3.6081e+10
 55.1812	 29.5891	 53.5400	3.0184e+10
 51.7637	 40.1390	 49.3320	3.7816e+10
 48.8785	 51.9252	 13.6615	4.0418e+10
 51.0112	 63.0020	 13.7705	2.7755e+10
 58.3024	  5.6603	  5.6273	2.8796e+10
 54.1994	 15.0544	 27.6447	1.6306e+10
 55.6292	 15.6566	 41.6790	2.1510e+10
 59.3467	 13.0719	 63.5937	3.5388e+10
 57.2197	 16.2438	 61.7869	3.5561e+10
 60.7195	 26.6448	  0.6728	2.9837e+10
 62.0473	 47.4791	 39.0496	3.8163e+10
 61.3450	 53.4165	  8.1732	3.4867e+10
 57.1874	 53.2684	 20.6272	3.9551e+10
  0.6019	 61.5900	  5.2700	3.5388e+10
  6.4341	  0.0700	 51.3596	2.9490e+10
  7.2172	  9.2207	 35.6708	3.8684e+10
  4.6066	 39.2912	 13.9108	3.2959e+10
  8.3391	 33.2873	 13.6272	4.2326e+10
  0.3303	 46.0381	 12.2775	3.0877e+10
  8.1528	 52.9003	 49.7440	3.4347e+10
  1.6542	 61.0448	  4.3474	3.8337e+10
 16.7249	 34.3476	 45.7615	2.9316e+10
 15.3413	 51.8495	  4.5449	3.6081e+10
  7.4280	 54.8082	  9.2562	3.5214e+10
 13.5620	 48.2319	  9.9565	4.2326e+10
 14.1635	 50.3714	  6.1241	2.0816e+10
 13.2284	 47.7171	 59.9390	3.5735e+10
 18.7324	 22.8889	 20.1271	2.1684e+10
 22.1516	 33.9125	 58.0134	4.0071e+10
 17.8176	 39.7077	 47.6460	4.0071e+10
 19.3329	 55.4012	 61.1715	3.7469e+10
 30.6761	  3.4369	 46.7316	4.0939e+10
 25.3293	 24.4486	 39.1858	2.7928e+10
 25.3285	 24.3645	 38.9960	3.7816e+10
 23.5471	 19.9156	 50.6321	3.3653e+10
 29.0507	 28.4992	 34.9450	3.9724e+10
 24.7619	 25.7038	 44.0091	4.2500e+10
 29.3740	 52.2714	  4.0580	2.3939e+10
 27.2741	 56.4848	 60.4604	3.8337e+10
 32.4582	 12.2163	  5.2983	3.3306e+10
 40.3255	 10.1455	 14.7556	3.5561e+10
 41.9259	 14.5439	 22.1321	2.1684e+10
 34.2597	 12.6917	 37.3876	1.6306e+10
 34.6973	 22.2241	 30.0728	3.5041e+10
 33.2944	 30.6459	 29.2048	2.9837e+10
 39.9731	 27.9359	 53.6623	3.6775e+10
 32.9842	 30.3037	 30.2077	3.5908e+10
 37.7984	 42.4506	 37.1829	3.9030e+10
 38.0715	 39.0490	 46.2342	3.6949e+10
 36.0963	 53.0288	 12.4673	3.9204e+10
 37.2443	 58.9090	 32.1068	2.3765e+10
 43.7954	 31.9493	 21.0748	3.9724e+10
 41.4149	 26.7792	 47.9516	3.8684e+10
 43.6862	 32.6335	  7.3166	3.5041e+10
 43.9859	 45.9627	 12.5873	4.1459e+10
 43.4661	 42.0728	 15.0289	3.6775e+10
 41.1475	 43.8605	 38.2128	3.7296e+10
 46.8201	 45.7581	 43.4843	3.5388e+10
 47.2649	 49.3674	 38.1796	3.3826e+10
 42.7936	 59.2061	 41.5035	2.1857e+10
 49.0152	  4.2028	  3.6838	3.6081e+10
 53.4182	  0.8595	 16.4633	3.7990e+10
 49.8648	  6.8234	 31.1351	3.5041e+10
 49.8309	  9.2156	 34.7478	3.1571e+10
 50.8024	 13.2988	  3.7465	2.9837e+10
 51.9034	 15.2593	  3.5725	3.2959e+10
 52.5048	 16.0696	 34.5561	3.3826e+10
 50.1635	 16.9409	 59.5491	4.0418e+10
 46.6760	 33.4405	 36.2731	4.4581e+10
 50.5257	 55.0391	 13.5522	3.6428e+10
 51.8959	 56.2090	 51.0123	3.4173e+10
 62.7834	  6.7409	 31.4948	3.1398e+10
 62.5506	  5.2238	 31.2371	3.1571e+10
 62.1484	  5.4402	 57.8524	2.9663e+10
 61.4437	 11.6194	  2.6273	3.2265e+10
 56.7981	 24.0878	 47.6955	4.1979e+10
 60.6055	 50.6527	 27.0213	3.2786e+10
 60.6338	 58.2615	  1.8937	3.6949e+10
 62.7831	 57.9270	  3.5202	3.9030e+10
 61.6868	 60.1841	  8.7711	2.2031e+10
  2.1229	 12.2388	 36.4313	2.0643e+10
 62.9113	 18.6072	  5.8479	2.6714e+10
  3.4173	 23.0696	 32.2006	3.3133e+10
  5.9988	 20.8442	 31.5248	3.8337e+10
 63.1309	 16.4564	 47.4402	2.5500e+10
 63.8814	 37.5119	 27.3591	3.7643e+10
  5.9719	 57.3699	 51.7761	1.1449e+10
  8.7557	  3.7422	  9.9129	3.6775e+10
  9.8439	  3.6805	 10.3281	2.9316e+10
 14.4421	  4.1165	 39.2585	4.3194e+10
 11.3824	 15.8485	 13.1409	3.9377e+10
  9.0714	  9.2751	 37.9678	3.8337e+10
 14.4674	 22.4403	 26.6254	4.0071e+10
 16.7748	 28.3214	 44.1917	3.9551e+10
 12.1197	 28.2647	 60.9317	4.1286e+10
 16.3979	 28.9552	 60.4270	3.8857e+10
 17.1136	 37.7151	 47.8979	3.6949e+10
 14.6682	 46.3046	 59.2806	3.5561e+10
  9.4974	 62.7539	 14.2166	3.8163e+10
 22.6937	  0.2385	 51.9843	3.7296e+10
 19.2973	 15.5438	 15.1430	3.9724e+10
 20.8517	 14.7355	 32.0278	3.2959e+10
 19.4160	 26.2464	 43.4637	2.1510e+10
 21.1574	 27.1215	 59.8254	2.3071e+10
 18.2650	 42.5687	 13.3798	3.7469e+10
 20.7515	 39.1081	 46.1925	3.8163e+10
 25.3383	 51.7850	 13.3992	4.1979e+10
 22.1511	 57.4585	 22.6960	4.0418e+10
 20.2891	 56.1982	 60.5633	3.1571e+10
 25.1529	 23.4414	 57.7914	3.2612e+10
 27.0750	 28.2490	  2.8971	3.9551e+10
 31.7124	 36.3829	 14.5457	3.0877e+10
 26.4025	 47.4835	  7.9845	3.8510e+10
 24.1555	 42.4265	 50.7370	1.5439e+10
 27.8135	 45.9808	 17.9754	3.6602e+10
 31.5690	  2.1990	 54.3335	3.8684e+10
 34.9146	 15.7040	  3.5070	3.4347e+10
 34.6700	 19.6776	 37.9772	3.2786e+10
 39.2490	 31.4665	  3.9810	2.7582e+10
 34.3721	 26.2118	 39.4028	2.7235e+10
 36.8425	 40.2129	 15.7926	2.0469e+10
 32.6563	 38.7748	 61.4667	2.1684e+10
 38.7342	 40.5465	 35.1231	3.2439e+10
 38.5888	 51.0217	 12.7568	2.9837e+10
 37.6014	 47.9352	 15.1559	3.3133e+10
 37.9378	 46.7245	 44.3201	3.6081e+10
 37.3984	 57.2083	 26.7883	3.3479e+10
 43.6161	 15.5632	 30.8980	3.1918e+10
 45.2923	 14.6378	  2.5567	3.5388e+10
 46.2574	  9.3256	 61.9855	1.7173e+10
 46.1324	 17.3618	  4.6267	2.9143e+10
 46.9079	 18.8727	 53.2064	3.2092e+10
 44.7867	 24.8936	 45.6541	3.3479e+10
 41.8800	 26.0353	 49.9643	3.8684e+10
 42.8468	 24.3609	 54.4861	3.5735e+10
 47.1340	 39.4487	  2.4158	2.8102e+10
 42.0600	 43.6828	 56.5323	3.7816e+10
 45.6078	 45.6217	 53.8389	3.6949e+10
 46.4420	 44.0511	 47.8084	4.0939e+10
 46.8627	 52.7169	  7.9611	4.0418e+10
 44.9879	 48.8853	 15.8391	1.5265e+10
 45.3889	 48.5541	 16.4759	4.0245e+10
 38.8061	 56.8389	 62.2634	3.7296e+10
 42.3882	 53.6501	 59.8812	3.4867e+10
 48.0482	  3.1492	 63.7357	3.8337e+10
 49.0264	 12.8890	  5.7592	4.0418e+10
 53.4136	 10.0130	  4.4562	1.3531e+10
 47.3488	 23.7445	 22.9886	3.3653e+10
 52.9396	 26.9248	 15.0362	4.1979e+10
 53.4300	 25.9916	 42.0250	4.1459e+10
 46.9171	 37.4396	 21.7564	4.1459e+10
 47.5596	 46.1726	  1.4387	3.7122e+10
 48.3634	 48.0420	 15.9530	2.9837e+10
 51.8170	 60.6250	 37.8581	3.6428e+10
 61.1711	 63.8683	 13.1088	3.7296e+10
 57.2896	  0.1750	 14.8358	3.9377e+10
 63.1735	 11.5070	 30.9983	3.7643e+10
 58.6009	 16.4928	 29.0986	3.7816e+10
 57.8030	 35.1517	 19.5982	3.6428e+10
 61.4471	 34.2967	 17.6064	3.6775e+10
 59.9624	 34.5206	 44.4057	1.7694e+10
 60.7126	 54.1113	 30.8302	3.9898e+10
 56.4554	 57.6814	 60.7417	4.0592e+10
  3.4637	  0.6954	 46.5905	4.3367e+10
  1.4853	 10.2347	 34.7395	3.7990e+10
  1.8830	 20.3488	  3.7500	3.4347e+10
  2.2771	 24.7383	  0.1430	3.7990e+10
  2.8810	 34.9753	 47.7358	3.2786e+10
  8.3752	 47.4184	  3.6314	1.6826e+10
 63.6840	 61.5382	 19.4193	3.7296e+10
  6.1262	 57.3894	 47.9628	6.5918e+09
  4.8106	 60.6141	  1.7522	3.2612e+10
  9.8285	  3.2380	 13.1543	2.3592e+10
 11.3881	  6.8840	 61.1251	3.8857e+10
 11.7694	 17.3453	 25.1025	3.8163e+10
 10.1731	 12.9245	 27.3437	3.6081e+10
 16.0746	 15.5459	  6.3275	2.9490e+10
 10.2650	 20.2315	 18.5311	4.0765e+10
 19.3646	 23.9354	 42.1744	3.4000e+10
 13.1518	 17.8145	 54.5289	3.9551e+10
 15.3771	 28.1316	 60.6276	2.8969e+10
 11.7468	 34.7989	 16.6044	2.8796e+10
 12.6957	 35.4359	 21.5212	4.0071e+10
  8.2424	 53.0576	 10.5815	3.7816e+10
  5.9841	 54.2763	 25.4785	4.0418e+10
  9.4133	 55.8363	  8.4592	3.9898e+10
 17.9132	 57.7318	 55.4855	3.7296e+10
 15.6203	 21.5433	 22.8130	3.5041e+10
 19.2900	 22.4034	 60.5996	3.4520e+10
 17.2348	 27.2197	 20.8783	2.7061e+10
 21.5580	 35.0724	 24.0255	2.8622e+10
 22.8852	 30.6446	 35.6904	2.3418e+10
 20.4248	 38.0200	 50.7262	2.5847e+10
 25.2443	 37.4916	 27.2171	1.9775e+10
 19.1773	 41.8814	 59.2962	3.5214e+10
 24.2990	 61.6689	 61.3327	3.9377e+10
 22.9796	 59.1064	 43.3721	3.4173e+10
 28.7199	 10.7926	 11.2518	3.9724e+10
 31.9595	 11.2107	 35.4523	3.7296e+10
 24.4393	 30.6195	 16.1011	4.0592e+10
 25.3883	 25.1276	  9.5336	3.7469e+10
 25.6320	 28.3872	 16.8894	3.3826e+10
 31.6431	 40.9178	 20.4240	3.4694e+10
 27.0540	 37.5356	 29.4042	3.3826e+10
 30.5253	 39.9628	 55.3016	4.0592e+10
 28.3832	 50.1583	 47.9571	4.0071e+10
 31.0722	 47.4940	 46.8965	2.2551e+10
 33.2607	 10.0262	 40.5568	2.3765e+10
 32.6669	 17.5827	 37.4082	3.7122e+10
 32.3832	 23.2163	 22.8903	3.8337e+10
 31.6852	 38.5095	 10.9212	2.6714e+10
 35.4671	 32.9550	 38.0248	3.9724e+10
 36.0260	 41.7026	 13.7292	1.8388e+10
 34.7341	 45.0262	 52.0443	3.8163e+10
 38.0643	 43.6240	 61.8216	4.1459e+10
 44.9118	  1.2015	 10.0959	2.9316e+10
 43.5428	 11.3079	 15.6396	3.7816e+10
 44.7284	 15.6094	 48.6123	2.8275e+10
 43.4715	 22.5170	  5.0953	3.7990e+10
 44.3581	 18.0180	 56.3030	1.9255e+10
 47.0926	 22.8376	 57.5121	3.4867e+10
 44.1741	 27.4123	 22.3231	2.8796e+10
 43.0154	 34.5850	 37.9481	3.5908e+10
 43.7841	 42.3231	 23.8635	3.7643e+10
 39.9618	 44.6834	 45.3165	3.8337e+10
 43.4390	  0.1658	  1.7383	4.1286e+10
 48.3654	  7.8601	  4.2206	3.4000e+10
 52.3176	  5.4879	 40.0750	3.2439e+10
 47.8138	 13.6592	  3.7520	3.6255e+10
 50.2161	 12.5589	  5.1058	2.5153e+10
 51.1307	 11.5771	  2.8253	3.8684e+10
 50.9409	  8.1836	 12.1965	1.4571e+10
 53.9600	 11.0895	 32.6113	3.6428e+10
 49.6187	 15.7889	 39.4855	3.6949e+10
 49.3250	 30.3262	 33.7492	3.7296e+10
 50.7945	 28.3444	 53.8674	3.3479e+10
 51.0618	 45.6969	  9.0140	4.0418e+10
 48.4542	 41.6262	 25.9372	3.9377e+10
 51.9569	 40.1828	 49.3624	3.0704e+10
 53.2047	 49.9631	  9.8404	3.7816e+10
 50.6625	 49.3206	 19.3828	3.2439e+10
 52.0471	 50.1877	 20.3678	3.9898e+10
 52.8673	 62.3430	 43.3926	3.5214e+10
 60.5433	  1.8218	 27.9954	3.4867e+10
 63.4463	  4.0376	 57.0779	3.5214e+10
 58.6687	 16.9037	  6.1185	2.7235e+10
 56.0955	 24.3184	 48.0869	4.0245e+10
 56.3742	 25.2570	 59.1302	3.4347e+10
 60.6163	 34.9212	 18.7855	3.9898e+10
 55.0307	 31.2207	 44.9356	4.0418e+10
 60.9024	 35.8324	 62.8270	3.6081e+10
 61.7732	 47.5751	  7.1843	3.4520e+10
 58.6982	 52.2189	 47.5275	3.4520e+10
 58.5988	 62.8017	  7.5814	3.9204e+10
 63.4630	  1.0462	 14.5859	3.4867e+10
  1.4927	  8.2437	 21.3785	1.9775e+10
  9.7095	 16.7335	 20.0223	4.2326e+10
  2.8698	 15.1145	 28.6184	2.8969e+10
 63.4529	 19.4874	  7.8526	1.9775e+10
  0.2041	 26.4780	 57.6605	3.7122e+10
  0.6825	 26.7359	 57.4414	3.2612e+10
  1.9984	 28.4013	 58.1392	4.0418e+10
  3.1737	 55.8871	 10.2880	3.1398e+10
  3.4988	 48.8977	 42.1664	1.6480e+10
  0.7945	 58.8448	  9.4238	3.4694e+10
  2.7957	 59.4947	 18.9474	1.3010e+10
  4.3960	 63.3622	  0.3148	3.9724e+10
  7.4198	 58.5246	 61.0722	3.7122e+10
  8.8464	 12.1922	 26.7688	3.6081e+10
 13.1198	 28.0240	 61.2955	3.5908e+10
 13.8802	 42.7517	  7.2429	3.0530e+10
 13.0246	 52.3515	 49.4068	2.8449e+10
 14.3945	 52.0816	 59.2738	4.0765e+10
 19.9471	  2.7879	  2.3638	3.6255e+10
 16.0661	 17.1784	 28.4662	3.7816e+10
 17.1751	 13.2222	 28.5898	3.6602e+10
 21.8462	 25.8177	 13.1793	3.9377e+10
 19.6212	 32.4697	 58.1125	2.6888e+10
 21.5759	 45.7331	 14.0405	3.4173e+10
 21.9779	 38.2388	 25.6956	1.3184e+10
 21.2402	 41.6793	 43.0119	1.4918e+10
 18.9877	 43.4913	 57.7737	3.7990e+10
 19.4723	 58.8928	 17.7173	1.9082e+10
 26.8267	 28.9631	 57.3638	3.9030e+10
 28.5670	 34.2567	 39.0706	4.1806e+10
 25.7620	 34.4633	 46.9267	3.9551e+10
 33.3613	  3.2158	  3.6781	3.5214e+10
 40.8302	  2.9464	  1.5544	2.2898e+10
 35.6343	 17.0384	  2.0077	3.7469e+10
 34.9666	 14.6617	  6.0674	3.8337e+10
 33.9806	 36.8702	 11.0704	3.7816e+10
 35.7739	 46.1708	 43.2713	4.0765e+10
 37.5463	 43.4020	 59.3392	3.9898e+10
 41.7818	 10.4803	  1.9665	1.6480e+10
 39.9462	 22.4750	 30.3714	3.7122e+10
 40.7801	 20.3247	 40.4645	3.8857e+10
 40.4087	 28.6337	 34.4251	3.3653e+10
 45.2482	 42.5180	  5.2073	3.5041e+10
 41.0495	 41.5415	 20.2813	3.7122e+10
 42.1545	 52.6867	 12.0115	3.2092e+10
 43.3856	 56.9420	 13.7499	1.9082e+10
 48.1126	 58.5578	 25.9989	2.8275e+10
 53.2708	  5.4685	 51.8015	2.8622e+10
 51.9380	 15.3382	 38.9219	1.9602e+10
 50.2713	  9.9689	 63.2390	3.4173e+10
 52.3519	  9.7997	 62.7073	3.5908e+10
 46.5063	 17.4851	 46.5304	2.3765e+10
 48.2574	 30.5602	 14.1381	3.8510e+10
 53.4862	 40.8760	  5.7634	1.7520e+10
 52.8447	 40.2747	 23.4716	1.3184e+10
 49.9397	 43.9892	 27.1883	3.4173e+10
 47.1927	 44.9662	 33.6308	3.6602e+10
 49.5674	 38.8118	 49.1286	1.7694e+10
 49.8750	 46.7263	 38.8341	3.1918e+10
 52.6353	 57.3236	 32.1893	2.5847e+10
 55.9552	 11.7614	 11.0289	3.7296e+10
 55.5576	 21.3403	  6.3732	3.2786e+10
 59.4002	 19.1839	 12.8144	3.6602e+10
 58.2122	 17.9634	 46.2306	3.4694e+10
 61.8749	 22.7165	 52.5613	3.7643e+10
 57.6492	 31.0930	 22.1826	3.1918e+10
 53.5787	 32.3050	 27.3639	3.1571e+10
 54.4646	 30.5142	 45.6512	3.4347e+10
 55.0703	 25.8099	 55.0145	2.0122e+10
 59.9570	 33.9162	 13.9024	2.3592e+10
 62.3563	 50.6021	 38.8369	4.0418e+10
 62.3401	 62.4987	 11.2215	2.2377e+10
  5.9917	  1.9928	 36.5528	1.7173e+10
  3.8857	 10.9320	 34.4539	3.6949e+10
  4.4894	 47.1271	  9.8086	4.1979e+10
  0.8876	 49.0574	 29.5904	3.6255e+10
  0.8295	 48.0465	 31.3855	3.6255e+10
  4.5311	 62.5254	 52.5905	4.1112e+10
 10.4381	  3.9002	 10.5225	2.4286e+10
 13.5981	  2.9588	 25.4426	2.8796e+10
  9.0295	  4.8557	 33.1093	3.1571e+10
 14.7823	  3.2662	 34.1113	3.6602e+10
 11.9191	 12.4992	  9.0139	3.0704e+10
 13.2558	 12.8101	 51.3849	3.2439e+10
 11.4682	  9.2956	 61.3014	2.1510e+10
 16.4158	 20.8223	 33.5080	3.8163e+10
 16.5318	 22.0738	 49.6381	2.5326e+10
 15.9162	 26.7497	 41.5160	3.3653e+10
 15.0835	 51.3456	  4.3013	4.0071e+10
 11.7271	 54.4976	 53.4106	4.0592e+10
 11.7514	 63.4796	 19.0690	3.7816e+10
 14.1097	 57.6370	 45.7109	3.5388e+10
 22.9230	  1.1723	 27.9509	3.4173e+10
 20.6169	 29.4651	  0.7623	3.9898e+10
 23.6862	 30.4742	 31.5736	1.6480e+10
 21.4406	 25.6577	 48.5984	2.0469e+10
 23.7457	 34.5939	 16.7466	3.9204e+10
 19.0847	 29.7302	 37.9731	3.6081e+10
 24.7970	 35.2060	 34.1169	4.1459e+10
 21.3588	 42.3164	 10.1061	3.1224e+10
 17.3641	 39.9814	 42.9742	3.1051e+10
 30.9197	  8.2365	 45.7752	3.8857e+10
 23.5266	 20.5105	 43.4009	3.9898e+10
 27.6940	 26.3523	 11.7819	2.8102e+10
 26.6078	 38.1818	 13.8670	5.2041e+09
 28.2370	 35.9262	 56.6676	3.3133e+10
 32.1214	 41.3408	 27.0356	3.6949e+10
 28.5599	 43.0147	 46.4824	1.9082e+10
 25.0410	 39.3584	 49.5482	3.5735e+10
 26.9383	 62.1675	 22.1115	3.7122e+10
 28.7247	 61.9821	 44.7287	3.4000e+10
 25.6097	 62.8954	 52.8677	3.7122e+10
 36.9614	  1.3852	 49.1732	2.0990e+10
 36.2829	 14.9892	 14.3633	3.1224e+10
 40.3965	 15.3781	 24.0234	3.5214e+10
 35.6166	 20.9398	 37.3636	3.2786e+10
 36.8824	 34.9790	 12.6977	3.8163e+10
 41.2499	 47.3764	 33.4160	1.1275e+10
 35.4243	 60.0325	  7.4493	3.4173e+10
 42.3196	 12.5797	 52.4920	3.7643e+10
 47.2774	 19.9164	 12.9631	2.1857e+10
 41.1870	 24.1686	 43.4580	1.3877e+10
 42.8865	 28.9720	 58.0535	2.5500e+10
 43.8064	 34.2992	 49.4857	3.5041e+10
 47.8873	 31.3923	 62.2675	3.1571e+10
 47.5681	 34.5527	 57.5204	2.0816e+10
 44.6561	 45.2835	 23.7068	3.4347e+10
 44.1799	 46.3438	 58.6603	2.2898e+10
 44.9214	 63.2981	  2.8401	3.3306e+10
 52.3051	  1.4491	 60.6275	3.6602e+10
 49.8320	  9.6574	  6.0478	3.2265e+10
 53.7557	 12.3112	 22.3909	3.4520e+10
 47.6751	 19.0059	 15.2766	3.8510e+10
 48.5108	 19.2795	 39.6741	3.3826e+10
 49.8118	 25.8179	 34.2760	3.6255e+10
 48.0070	 33.6286	  5.7379	2.1163e+10
 48.5948	 34.4806	 38.2394	3.8337e+10
 47.9536	 35.6846	 52.8960	3.4867e+10
 51.2433	 43.0994	 48.7242	3.7643e+10
 54.6204	 53.8057	 17.7273	3.9030e+10
 46.9332	 51.6162	  0.6443	1.9602e+10
 56.6112	 57.0908	 60.4266	3.5561e+10
 56.4481	 23.3221	  3.0123	3.4520e+10
 57.0060	 28.2307	 49.5896	1.4398e+10
 59.0486	 25.0615	 58.8096	3.6428e+10
 56.5922	 35.0221	 51.2125	3.4520e+10
 63.7562	 42.6931	  0.8586	4.0765e+10
  0.7472	  1.6224	  6.5670	3.1918e+10
  1.7527	  3.2779	  4.4806	2.8622e+10
  1.5509	  2.3524	 51.3757	3.4173e+10
  8.1811	 30.4149	 14.8291	3.8684e+10
  2.1150	 29.8908	 32.9889	2.2898e+10
  4.3899	 31.8448	 25.4066	3.0357e+10
